citation,document_number,end_page,executive_order_notes,executive_order_number,html_url,pdf_url,publication_date,signing_date,start_page,title
73 FR 6417, 08-483,6418,"",13457,https://www.federalregister.gov/documents/2008/02/01/08-483/protecting-american-taxpayers-from-government-spending-on-wasteful-earmarks,https://www.gpo.gov/fdsys/pkg/FR-2008-02-01/pdf/08-483.pdf,02/01/2008,01/29/2008,6415,Protecting American Taxpayers From Government Spending on Wasteful Earmarks
73 FR 7181, 08-568,7182,"",13458,https://www.federalregister.gov/documents/2008/02/06/08-568/implementation-of-the-protocol-additional-to-the-agreement-between-the-united-states-and-the,https://www.gpo.gov/fdsys/pkg/FR-2008-02-06/pdf/08-568.pdf,02/06/2008,02/04/2008,7179,Implementation of the Protocol Additional to the Agreement Between the United States and the International Atomic Energy Agency for the Application of Safeguards in the United States of America
73 FR 8003, 08-658,8005,"",13459,https://www.federalregister.gov/documents/2008/02/12/08-658/improving-the-coordination-and-effectiveness-of-youth-programs,https://www.gpo.gov/fdsys/pkg/FR-2008-02-12/pdf/08-658.pdf,02/12/2008,02/07/2008,8003,Improving the Coordination and Effectiveness of Youth Programs
73 FR 8991, 08-761,8993,"Amends: EO 13338, May 11, 2004;;
 ;  See: EO 13399, April 25, 2006; Notice of May 7, 2008; Notice of May 7, 2009; Notice of May 3, 2010; EO 13572, April 29, 2011; EO 13573, May 18, 2011; EO 13582, August 17, 2011",13460,https://www.federalregister.gov/documents/2008/02/15/08-761/blocking-property-of-additional-persons-in-connection-with-the-national-emergency-with-respect-to,https://www.gpo.gov/fdsys/pkg/FR-2008-02-15/pdf/08-761.pdf,02/15/2008,02/13/2008,8989,Blocking Property of Additional Persons in Connection With the National Emergency With Respect to Syria
73 FR 9437, 08-797,9438,"Revokes: EO 13250, December 28, 2001; Memorandum of March 19, 2002",13461,https://www.federalregister.gov/documents/2008/02/20/08-797/providing-an-order-of-succession-within-the-department-of-health-and-human-services,https://www.gpo.gov/fdsys/pkg/FR-2008-02-20/pdf/08-797.pdf,02/20/2008,02/15/2008,9435,Providing an Order of Succession Within the Department of Health and Human Services
73 FR 11805, 08-970,11809,"Amended by: EO 13516, October 28, 2009;;
 ;  Revokes: EO 12863, September 13, 1993;;
 ;  See: EO 12333, December 4, 1981; EO 12958, April 17, 1995; EO 12968, August 2, 1995; EO 13470, July 30, 2008",13462,https://www.federalregister.gov/documents/2008/03/04/08-970/presidents-intelligence-advisory-board-and-intelligence-oversight-board,https://www.gpo.gov/fdsys/pkg/FR-2008-03-04/pdf/08-970.pdf,03/04/2008,02/29/2008,11803,President's Intelligence Advisory Board and Intelligence Oversight Board
73 FR 22047, 08-1182,22047,"Amends: EO 13389, November 1, 2005; EO 13390, November 1, 2005",13463,https://www.federalregister.gov/documents/2008/04/23/08-1182/amending-executive-orders-13389-and-13390,https://www.gpo.gov/fdsys/pkg/FR-2008-04-23/pdf/08-1182.pdf,04/23/2008,04/18/2008,22045,Amending Executive Orders 13389 and 13390
73 FR 24489, 08-1215,24493,"Amended by: EO 13619, July 11, 2012
See: EO 13047, May 20, 1997; EO 13310, July 28, 2003; EO 13448, October 18, 2007; Notice of May 16, 2008; Notice of May 14, 2009; Notice of May 13, 2010; EO 13619, July 11, 2012
Revoked by: EO 13742, October 7, 2016",13464,https://www.federalregister.gov/documents/2008/05/02/08-1215/blocking-property-and-prohibiting-certain-transactions-related-to-burma,https://www.gpo.gov/fdsys/pkg/FR-2008-05-02/pdf/08-1215.pdf,05/02/2008,04/30/2008,24489,Blocking Property and Prohibiting Certain Transactions Related to Burma
73 FR 33285, 08-1348,33287,"Amends: EO 12989, February 5, 1996",13465,https://www.federalregister.gov/documents/2008/06/11/08-1348/amending-executive-order-12989-as-amended,https://www.gpo.gov/fdsys/pkg/FR-2008-06-11/pdf/08-1348.pdf,06/11/2008,06/06/2008,33283,"Amending Executive Order 12989, as Amended"
73 FR 36787, 08-1399,36788,"See: Notice of June 24, 2009; Notice of June 14, 2010; EO 13551, August 30, 2010; EO 13570, April 18, 2011; EO 13687, January 2, 2015; EO 13722, March 15, 2016",13466,https://www.federalregister.gov/documents/2008/06/27/08-1399/continuing-certain-restrictions-with-respect-to-north-korea-and-north-korean-nationals,https://www.gpo.gov/fdsys/pkg/FR-2008-06-27/pdf/08-1399.pdf,06/27/2008,06/26/2008,36787,Continuing Certain Restrictions With Respect to North Korea and North Korean Nationals
73 FR 38103, 08-1409,38108,"Amends: EO 12171, November 19, 1979; EO 12968, August 2, 1995
Amend by: EO 13741, September 29, 2016; EO 13764, January 17, 2017
Revokes: EO 13381, June 27, 2005
See: EO 10450, April 27, 1953; EO 10577, November 23, 1954; EO 10865, February 20, 1960; EO 12333, December 4, 1981; EO 12829, January 6, 1993; EO 12958, April 17, 1995; EO 13476, October 9, 2008; EO 13488, January 16, 2008; EO 13549, August 18, 2010",13467,https://www.federalregister.gov/documents/2008/07/02/08-1409/reforming-processes-related-to-suitability-for-government-employment-fitness-for-contractor,https://www.gpo.gov/fdsys/pkg/FR-2008-07-02/pdf/08-1409.pdf,07/02/2008,06/30/2008,38101,"Reforming Processes Related to Suitability for Government Employment, Fitness for Contractor Employees, and Eligibility for Access to Classified National Security Information"
73 FR 43827, 08-1472,43839,"See: EO 12473, April 13, 1984",13468,https://www.federalregister.gov/documents/2008/07/28/08-1472/2008-amendments-to-the-manual-for-courts-martial-united-states,https://www.gpo.gov/fdsys/pkg/FR-2008-07-28/pdf/08-1472.pdf,07/28/2008,07/24/2008,43825,"2008 Amendments to the Manual for Courts-Martial, United States"
73 FR 43841, 08-1480,43843,"See: EO 13288, March 6, 2003; EO 13391, November 22, 2005; Notice of March 3, 2009; Notice of March 1, 2010",13469,https://www.federalregister.gov/documents/2008/07/29/08-1480/blocking-property-of-additional-persons-undermining-democratic-processes-or-institutions-in-zimbabwe,https://www.gpo.gov/fdsys/pkg/FR-2008-07-29/pdf/08-1480.pdf,07/29/2008,07/25/2008,43841,Blocking Property of Additional Persons Undermining Democratic Processes or Institutions in Zimbabwe
73 FR 45325, E8-17940,45342,"See: EO 12036, January 24, 1978; EO 12958, April 17, 1995; EO 13354, August 27, 2004; EO 13355, August 27, 2004; EO 13462, February 29, 2008;;
 ;  Amends: EO 12333, December 4, 1981;;
 ;  Revokes: EO 13354, August 27, 2004, and EO 13355, August 27, 2004, read in conjunction with EO 12333, December 4, 1981",13470,https://www.federalregister.gov/documents/2008/08/04/E8-17940/further-amendments-to-executive-order-12333-united-states-intelligence-activities,https://www.gpo.gov/fdsys/pkg/FR-2008-08-04/pdf/E8-17940.pdf,08/04/2008,07/30/2008,45323,"Further Amendments to Executive Order 12333, United States Intelligence Activities"
73 FR 51209, E8-20436,51209,"Amends: EO 13285, January 29, 2003",13471,https://www.federalregister.gov/documents/2008/09/02/E8-20436/further-amendments-to-executive-order-13285-presidents-council-on-service-and-civic-participation,https://www.gpo.gov/fdsys/pkg/FR-2008-09-02/pdf/E8-20436.pdf,09/02/2008,08/28/2008,51209,"Further Amendments To Executive Order 13285, President's Council On Service And Civic Participation"
73 FR 53353, E8-21651,53354,"See: EO 11030, June 15, 1962",13472,https://www.federalregister.gov/documents/2008/09/15/E8-21651/executive-branch-responsibilities-with-respect-to-orders-of-succession,https://www.gpo.gov/fdsys/pkg/FR-2008-09-15/pdf/E8-21651.pdf,09/15/2008,09/11/2008,53351,Executive Branch Responsibilities With Respect To Orders of Succession
73 FR 56703, E8-23125,56704,"",13473,https://www.federalregister.gov/documents/2008/09/30/E8-23125/to-authorize-certain-noncompetitive-appointments-in-the-civil-service-for-spouses-of-certain-members,https://www.gpo.gov/fdsys/pkg/FR-2008-09-30/pdf/E8-23125.pdf,09/30/2008,09/25/2008,56703,To Authorize Certain Noncompetitive Appointments in the Civil Service for Spouses of Certain Members of the Armed Forces
73 FR 57229, E8-23235,57230,"Amends: EO 12962, June 7, 1995",13474,https://www.federalregister.gov/documents/2008/10/01/E8-23235/amendments-to-executive-order-12962,https://www.gpo.gov/fdsys/pkg/FR-2008-10-01/pdf/E8-23235.pdf,10/01/2008,09/26/2008,57229,Amendments to Executive Order 12962
73 FR 60095, E8-24342,60096,"Amends: EO 12139, May 23, 1979; EO 12949, February 9, 1995",13475,https://www.federalregister.gov/documents/2008/10/10/E8-24342/further-amendments-to-executive-orders-12139-and-12949-in-light-of-the-foreign-intelligence,https://www.gpo.gov/fdsys/pkg/FR-2008-10-10/pdf/E8-24342.pdf,10/10/2008,10/07/2008,60095,Further Amendments To Executive Orders 12139 And 12949 In Light of the Foreign Intelligence Surveillance Act of 1978 Amendments Act of 2008
73 FR 60605, E8-24465,60607,"See: EO 13467, June 30, 2008;;
 ;  Supersedes: EO 13176, November 27, 2000",13476,https://www.federalregister.gov/documents/2008/10/14/E8-24465/facilitation-of-a-presidential-transition,https://www.gpo.gov/fdsys/pkg/FR-2008-10-14/pdf/E8-24465.pdf,10/14/2008,10/09/2008,60605,Facilitation of a Presidential Transition
73 FR 65965, E8-26531,65966,"",13477,https://www.federalregister.gov/documents/2008/11/05/E8-26531/settlement-of-claims-against-libya,https://www.gpo.gov/fdsys/pkg/FR-2008-11-05/pdf/E8-26531.pdf,11/05/2008,10/31/2008,65965,Settlement of Claims Against Libya
73 FR 70239, E8-27771,70240,"Amends: EO 9397, November 22, 1943",13478,https://www.federalregister.gov/documents/2008/11/20/E8-27771/amendments-to-executive-order-9397-relating-to-federal-agency-use-of-social-security-numbers,https://www.gpo.gov/fdsys/pkg/FR-2008-11-20/pdf/E8-27771.pdf,11/20/2008,11/18/2008,70239,Amendments To Executive Order 9397 Relating To Federal Agency Use of Social Security Numbers
73 FR 70241, E8-27777,70243,"See: EO 13419, December 20, 2006",13479,https://www.federalregister.gov/documents/2008/11/20/E8-27777/transformation-of-the-national-air-transportation-system,https://www.gpo.gov/fdsys/pkg/FR-2008-11-20/pdf/E8-27777.pdf,11/20/2008,11/18/2008,70241,Transformation of the National Air Transportation System
73 FR 73991, E8-28912,73993,"Amends: EO 12171, November 19, 1979",13480,https://www.federalregister.gov/documents/2008/12/04/E8-28912/exclusions-from-the-federal-labor-management-relations-program,https://www.gpo.gov/fdsys/pkg/FR-2008-12-04/pdf/E8-28912.pdf,12/04/2008,11/26/2008,73989,Exclusions From the Federal Labor-management Relations Program
73 FR 75531, E8-29564,75532,"Supersedes: Memorandum of December 8, 2006;;
 ;  Revoked by: EO 13557, November 4, 2010",13481,https://www.federalregister.gov/documents/2008/12/11/E8-29564/providing-an-order-of-succession-within-the-department-of-justice,https://www.gpo.gov/fdsys/pkg/FR-2008-12-11/pdf/E8-29564.pdf,12/11/2008,12/09/2008,75529,Providing An Order of Succession Within the Department of Justice
73 FR 76501, E8-30042,76501,"See: EO 11582, February 11, 1971",13482,https://www.federalregister.gov/documents/2008/12/16/E8-30042/closing-of-executive-departments-and-agencies-of-the-federal-government-on-friday-december-26-2008,https://www.gpo.gov/fdsys/pkg/FR-2008-12-16/pdf/E8-30042.pdf,12/16/2008,12/12/2008,76499,"Closing of Executive Departments and Agencies of the Federal Government on Friday, December 26, 2008"
73 FR 78587, E8-30700,78598,"Superseded by: EO 13525, December 23, 2009;;
 ;  Supersedes: EO 13454, January, 4, 2008",13483,https://www.federalregister.gov/documents/2008/12/23/E8-30700/adjustments-of-certain-rates-of-pay,https://www.gpo.gov/fdsys/pkg/FR-2008-12-23/pdf/E8-30700.pdf,12/23/2008,12/18/2008,78587,Adjustments of Certain Rates of Pay
74 FR 2285, E9-811,2286,"Amends: EO 13241, December 18, 2001",13484,https://www.federalregister.gov/documents/2009/01/14/E9-811/amending-the-order-of-succession-within-the-department-of-agriculture,https://www.gpo.gov/fdsys/pkg/FR-2009-01-14/pdf/E9-811.pdf,01/14/2009,01/09/2009,2283,Amending the Order of Succession Within the Department of Agriculture
74 FR 2287, E9-814,2288,"Supersedes: Memorandum of March 19, 2002",13485,https://www.federalregister.gov/documents/2009/01/14/E9-814/providing-an-order-of-succession-within-the-department-of-transportation,https://www.gpo.gov/fdsys/pkg/FR-2009-01-14/pdf/E9-814.pdf,01/14/2009,01/09/2009,2287,Providing an Order of Succession Within the Department of Transportation
74 FR 2289, E9-818,2291,"",13486,https://www.federalregister.gov/documents/2009/01/14/E9-818/strengthening-laboratory-biosecurity-in-the-united-states,https://www.gpo.gov/fdsys/pkg/FR-2009-01-14/pdf/E9-818.pdf,01/14/2009,01/09/2009,2289,Strengthening Laboratory Biosecurity in the United States
74 FR 4097, E9-1538,4098,"",13487,https://www.federalregister.gov/documents/2009/01/22/E9-1538/establishment-of-a-temporary-organization-to-facilitate-united-states-government-support-for,https://www.gpo.gov/fdsys/pkg/FR-2009-01-22/pdf/E9-1538.pdf,01/22/2009,01/16/2009,4097,Establishment of a Temporary Organization To Facilitate United States Government Support for Afghanistan
74 FR 4111, E9-1574,4113,"See: EO 10450, April 27, 1953; EO 13467, June 30, 2008
Amended by: EO 13764, January 17, 2017",13488,https://www.federalregister.gov/documents/2009/01/22/E9-1574/granting-reciprocity-on-excepted-service-and-federal-contractor-employee-fitness-and-reinvestigating,https://www.gpo.gov/fdsys/pkg/FR-2009-01-22/pdf/E9-1574.pdf,01/22/2009,01/16/2009,4111,Granting Reciprocity on Excepted Service and Federal Contractor Employee Fitness and Reinvestigating Individuals in Positions of Public Trust
74 FR 4669, E9-1712,4671,"Revokes: EO 13233, November 1, 2001",13489,https://www.federalregister.gov/documents/2009/01/26/E9-1712/presidential-records,https://www.gpo.gov/fdsys/pkg/FR-2009-01-26/pdf/E9-1712.pdf,01/26/2009,01/21/2009,4667,Presidential Records
74 FR 4673, E9-1719,4678,"",13490,https://www.federalregister.gov/documents/2009/01/26/E9-1719/ethics-commitments-by-executive-branch-personnel,https://www.gpo.gov/fdsys/pkg/FR-2009-01-26/pdf/E9-1719.pdf,01/26/2009,01/21/2009,4673,Ethics Commitments by Executive Branch Personnel
74 FR 4893, E9-1885,4896,"See: EO 13567, March 7, 2011;;
 ;  Revokes: EO 13440, July 20, 2007",13491,https://www.federalregister.gov/documents/2009/01/27/E9-1885/ensuring-lawful-interrogations,https://www.gpo.gov/fdsys/pkg/FR-2009-01-27/pdf/E9-1885.pdf,01/27/2009,01/22/2009,4891,Ensuring Lawful Interrogations
74 FR 4897, E9-1893,4900,"See: EO 13567, March 7, 2011",13492,https://www.federalregister.gov/documents/2009/01/27/E9-1893/review-and-disposition-of-individuals-detained-at-the-guantaacutenamo-bay-naval-base-and-closure-of,https://www.gpo.gov/fdsys/pkg/FR-2009-01-27/pdf/E9-1893.pdf,01/27/2009,01/22/2009,4897,Review and Disposition of Individuals Detained At the Guant[aacute]namo Bay Naval Base and Closure of Detention Facilities
74 FR 4901, E9-1895,4902,"",13493,https://www.federalregister.gov/documents/2009/01/27/E9-1895/review-of-detention-policy-options,https://www.gpo.gov/fdsys/pkg/FR-2009-01-27/pdf/E9-1895.pdf,01/27/2009,01/22/2009,4901,Review of Detention Policy Options
74 FR 6101, E9-2483,6102,"Amended by: EO 13517, October 30, 2009",13494,https://www.federalregister.gov/documents/2009/02/04/E9-2483/economy-in-government-contracting,https://www.gpo.gov/fdsys/pkg/FR-2009-02-04/pdf/E9-2483.pdf,02/04/2009,01/30/2009,6099,Economy in Government Contracting
74 FR 6103, E9-2484,6106,"Revokes: EO 13204, February 17, 2001",13495,https://www.federalregister.gov/documents/2009/02/04/E9-2484/nondisplacement-of-qualified-workers-under-service-contracts,https://www.gpo.gov/fdsys/pkg/FR-2009-02-04/pdf/E9-2484.pdf,02/04/2009,01/30/2009,6103,Nondisplacement of Qualified Workers Under Service Contracts
74 FR 6107, E9-2485,6111,"Revokes: EO 13201, February 17, 2001",13496,https://www.federalregister.gov/documents/2009/02/04/E9-2485/notification-of-employee-rights-under-federal-labor-laws,https://www.gpo.gov/fdsys/pkg/FR-2009-02-04/pdf/E9-2485.pdf,02/04/2009,01/30/2009,6107,Notification of Employee Rights Under Federal Labor Laws
74 FR 6113, E9-2486,6113,"Revokes: EO 13258, February 26, 2002; EO 13422, January 18, 2007;;
 ;  See: EO 12866, September 30, 1993",13497,https://www.federalregister.gov/documents/2009/02/04/E9-2486/revocation-of-certain-executive-orders-concerning-regulatory-planning-and-review,https://www.gpo.gov/fdsys/pkg/FR-2009-02-04/pdf/E9-2486.pdf,02/04/2009,01/30/2009,6113,Revocation of Certain Executive Orders Concerning Regulatory Planning and Review
74 FR 6533, E9-2893,6535,"Amends: EO 13199, July 29, 2001;
 See: EO 13559, November 17, 2010; EO 13569, April 5, 2011; EO 13640, April 5, 2013; EO 13652, September 30, 2013;  EO 13708, September 30, 3015",13498,https://www.federalregister.gov/documents/2009/02/09/E9-2893/amendments-to-executive-order-13199-and-establishment-of-the-presidents-advisory-council-for,https://www.gpo.gov/fdsys/pkg/FR-2009-02-09/pdf/E9-2893.pdf,02/09/2009,02/05/2009,6531,Amendments to Executive Order 13199 and Establishment of the President's Advisory Council for Faith-Based and Neighborhood Partnerships
74 FR 6979, E9-3106,6979,"Amends: EO 12835, January 25, 1993",13499,https://www.federalregister.gov/documents/2009/02/11/E9-3106/further-amendments-to-executive-order-12835-establishment-of-the-national-economic-council,https://www.gpo.gov/fdsys/pkg/FR-2009-02-11/pdf/E9-3106.pdf,02/11/2009,02/05/2009,6977,"Further Amendments to Executive Order 12835, Establishment of the National Economic Council"
